text,label,intent,is_seed,text_clean
ich chan nüm still hocke vor excitement,positiv,vorfreude,True,ich chan nuem still hocke vor excitement
ich freu mi uf jede minute i dä zukunftige phase,positiv,vorfreude,True,ich freu mi uf jede minute i dae zukunftige phase
"ich ha mega freud am drübernachdenke, was chunt",positiv,vorfreude,True,ich ha mega freud am druebernachdenke was chunt
ich gseh dem tag richtig entgegen,positiv,vorfreude,True,ich gseh dem tag richtig entgegen
"ich ha so freud im chopf, wenn ich dra denke",positiv,vorfreude,True,ich ha so freud im chopf wenn ich dra denke
ich bi richtig hyped uf das,positiv,vorfreude,True,ich bi richtig hyped uf das
"ich han mega vorfreud, ehrlich",positiv,vorfreude,True,ich han mega vorfreud ehrlich
"ich ha s gfühl, das wird en guete moment",positiv,vorfreude,True,ich ha s gfuehl das wird en guete moment
ich chan etz scho nüm abschalte vor freud,positiv,vorfreude,True,ich chan etz scho nuem abschalte vor freud
ich bi imfall recht zfriede mit mim alltag aktuell,positiv,zufriedenheit_alltag,True,ich bi im fall recht zfriede mit mim alltag aktuell
"es lauft nöd perfekt, aber es stimmt für mich",positiv,zufriedenheit_alltag,True,es lauft ned perfekt aber es stimmt fuer mich
ich ha e gueti balans zwüsche arbeit und pause,positiv,zufriedenheit_alltag,True,ich ha e gueti balans zwuesche arbeit und pause
"ich ha s gfühl, s passt grad würkli",positiv,zufriedenheit_alltag,True,ich ha s gfuehl s passt grad wuerkli
ich cha guet lebe mit dem tempo im momänt,positiv,zufriedenheit_alltag,True,ich chan guet lebe mit dem tempo im momaent
mini rutine tuet mir richtig guet,positiv,zufriedenheit_alltag,True,mini rutine tuet mir richtig guet
"ich bi froh, dass kei drama isch",positiv,zufriedenheit_alltag,True,ich bi froh dass kei drama isch
"ich ha s gfühl, ich ha mis läbe im griff",positiv,zufriedenheit_alltag,True,ich ha s gfuehl ich ha mis laebe im griff
ich cha sogar chli ruhe gniesse,positiv,zufriedenheit_alltag,True,ich chan sogar chli ruhe gniesse
"ich bi dankbar für die stabilität, wo ich grad ha",positiv,zufriedenheit_alltag,True,ich bi dankbar fuer die stabilitaet wo ich grad ha
ich bin entspannt und zufrieden,positiv,zufriedenheit_alltag,True,ich bi entspannt und zufrieden
"ich ha imfall en ruhigi phase, wo mir guet ta",positiv,zufriedenheit_alltag,True,ich ha im fall en ruhigi phase wo mir guet ta
"ich ha das gfühl, ich bin genau im richtige flow",positiv,zufriedenheit_alltag,True,ich ha das gfuehl ich bi genau im richtige flow
ich bi voll im einklang mit mim alltag,positiv,zufriedenheit_alltag,True,ich bi voll im einklang mit mim alltag
ich chan mich sogar über chliini sache freue,positiv,zufriedenheit_alltag,True,ich chan mich sogar ueber chliini sache freue
ich fühl mi grounded und ruhig,positiv,zufriedenheit_alltag,True,ich fuehl mi grounded und ruhig
"ich finds schön, wie ausgegliiche alles isch",positiv,zufriedenheit_alltag,True,ich finds schoen wie ausgegliiche alles isch
"ich ha en angenehmi routine, wo passt",positiv,zufriedenheit_alltag,True,ich ha en angenehmi routine wo passt
"ich bi dankbar, dass s im momänt so harmonisch isch",positiv,zufriedenheit_alltag,True,ich bi dankbar dass s im momaent so harmonisch isch
"ich bin nöd überforderet, nöd gelangweilt – genau richtig",positiv,zufriedenheit_alltag,True,ich bi ned ueberforderet ned gelangweilt genau richtig
"ich ha s gfühl, alles läuft im gesunde rahme",positiv,zufriedenheit_alltag,True,ich ha s gfuehl alles laeuft im gesunde rahme
ich bi froh um jede ruigi minute,positiv,zufriedenheit_alltag,True,ich bi froh um jede ruigi minute
ich chan mich mit guetem gfühl zruglehne,positiv,zufriedenheit_alltag,True,ich chan mich mit guetem gfuehl zruglehne
ich bi zfriede mit mim alltagstempo,positiv,zufriedenheit_alltag,True,ich bi zfriede mit mim alltagstempo
"ich ha s gfühl, ich stimm richtig ab mit mir selber",positiv,zufriedenheit_alltag,True,ich ha s gfuehl ich stimm richtig ab mit mir selber
"ich finds schön, dass ich nöd hetze mues",positiv,zufriedenheit_alltag,True,ich finds schoen dass ich ned hetze mues
ich bi stabil und entspannt,positiv,zufriedenheit_alltag,True,ich bi stabil und entspannt
ich chan s läbe grad chli gniesse,positiv,zufriedenheit_alltag,True,ich chan s laebe grad chli gniesse
ich bin glücklich mit mim rhytmus,positiv,zufriedenheit_alltag,True,ich bi gluecklich mit mim rhytmus
"ich ha s gfühl, ich bi grad am richtige ort im läbe",positiv,zufriedenheit_alltag,True,ich ha s gfuehl ich bi grad am richtige ort im laebe
"hey, wie gahts dir hüt?",neutral,smalltalk,True,hey wie gahts dir huet
"hoi zäme, was machsch grad so?",neutral,smalltalk,True,hoi zaeme was machsch grad so
"na, alles klar bi dir?",neutral,smalltalk,True,na alles klar bi dir
wie isch dini wuche bisher gsi?,neutral,smalltalk,True,wie isch dini wuche bisher gsi
bisch guet id wuche startet?,neutral,smalltalk,True,bisch guet id wuche startet
was lauft so bi dir im momänt?,neutral,smalltalk,True,was lauft so bi dir im momaent
"lange nüm gseh, wie gohts?",neutral,smalltalk,True,lange nuem gseh wie gohts
was treibsch aktuell so?,neutral,smalltalk,True,was treibsch aktuell so
wie hesch s gester gha?,neutral,smalltalk,True,wie hesch s gester gha
"alles guet bi dir, so grundsätzlich?",neutral,smalltalk,True,alles guet bi dir so grundsaetzlich
was hesch für plän hüt?,neutral,smalltalk,True,was hesch fuer plaen huet
wie steigsch i dä tag?,neutral,smalltalk,True,wie steigsch i dae tag
hesch öppis cools vorhe?,neutral,smalltalk,True,hesch oeppis cools vorhe
wie goht s ganz allgemein?,neutral,smalltalk,True,wie goht s ganz allgemein
was hesch bis jetzt vom tag gha?,neutral,smalltalk,True,was hesch bis jetzt vom tag gha
"hüt schöns wetter, oder?",neutral,smalltalk,True,huet schoens wetter oder
wie gaht s dir im job aktuell?,neutral,smalltalk,True,wie gaht s dir im job aktuell
wie hesch s am wucheend gha?,neutral,smalltalk,True,wie hesch s am wucheend gha
alles im grüene bereich bei dir?,neutral,smalltalk,True,alles im grueene bereich bei dir
wie lauft s bi dir privat?,neutral,smalltalk,True,wie lauft s bi dir privat
was hesch gester so agstellt?,neutral,smalltalk,True,was hesch gester so agstellt
wie goht s dim umfeld so?,neutral,smalltalk,True,wie goht s dim umfeld so
hesch öppis spannends erlebt letztens?,neutral,smalltalk,True,hesch oeppis spannends erlebt letztens
wie isch dini stimmig hüt?,neutral,smalltalk,True,wie isch dini stimmig huet
wie lauft s im momänt so im allgemeine?,neutral,smalltalk,True,wie lauft s im momaent so im allgemeine
alles ruhig bi dir oder chli stressig?,neutral,smalltalk,True,alles ruhig bi dir oder chli stressig
wie isch dä tag bisher so gsi?,neutral,smalltalk,True,wie isch dae tag bisher so gsi
wie hesch du de morn aagfange?,neutral,smalltalk,True,wie hesch du de morn aagfange
"na, wie treibsch dich so dur dä tag?",neutral,smalltalk,True,na wie treibsch dich so dur dae tag
wie geits vo 1 bis 10 hüt?,neutral,smalltalk,True,wie geits vo <NUM> bis <NUM> huet
wänn wür dir passe zum treffe?,neutral,orga,True,waenn wuer dir passe zum treffe
chömer s eventuell chli verschiebe?,neutral,orga,True,choemer s eventuell chli verschiebe
passt dir morn oder eher am abig?,neutral,orga,True,passt dir morn oder eher am abig
wottsch lieber online oder vor ort abmache?,neutral,orga,True,wottsch lieber online oder vor ort abmache
welche uhrziit wär für dich am praktischste?,neutral,orga,True,welche uhrziit waer fuer dich am praktischste
wie lang hesch du ungefäär zit?,neutral,orga,True,wie lang hesch du ungefaeaer zit
söll ich dir die details schicke?,neutral,orga,True,soell ich dir die details schicke
wottsch en kalender-eintrag?,neutral,orga,True,wottsch en kalender eintrag
für wänn sömer s ungefähr apegge?,neutral,orga,True,fuer waenn soemer s ungefaehr apegge
"chan s au spöter in de wuche sii, falls nötig?",neutral,orga,True,chan s au spoeter in de wuche sii falls noetig
is für dich eher früeh oder spoot besser?,neutral,orga,True,is fuer dich eher frueeh oder spoot besser
wo chömer üs am einfachste treffe?,neutral,orga,True,wo choemer ues am einfachste treffe
wöllmer s fix mache oder no offen lah?,neutral,orga,True,woellmer s fix mache oder no offen lah
"chan ich dir zwei, drei vorschläg mache?",neutral,orga,True,chan ich dir zwei drei vorschlaeg mache
wie schnell bruchsch die info?,neutral,orga,True,wie schnell bruchsch die info
"is für dich okay, wenn mer s chli flexibel lah?",neutral,orga,True,is fuer dich okay wenn mer s chli flexibel lah
söll ich dr no en reminder setze?,neutral,orga,True,soell ich dr no en reminder setze
wottsch dass ich di abhol?,neutral,orga,True,wottsch dass ich di abhol
is die zeitfenster realistisch für dich?,neutral,orga,True,is die zeitfenster realistisch fuer dich
söll ich dr no öppis vorbereite?,neutral,orga,True,soell ich dr no oeppis vorbereite
wie wottsch s organisiera – kurz oder ausführlich?,neutral,orga,True,wie wottsch s organisiera kurz oder ausfuehrlich
is s äntweder oder? oder beides möglich?,neutral,orga,True,is s aentweder oder oder beides moeglich
sömer grad zwei date fixe mache?,neutral,orga,True,soemer grad zwei date fixe mache
chan ich dir no alternative uhrzeite schicke?,neutral,orga,True,chan ich dir no alternative uhrzeite schicke
isch eher diese wuche oder nöchschti besser?,neutral,orga,True,isch eher diese wuche oder noechschti besser
willmer s spontan lah und morn no mal luege?,neutral,orga,True,willmer s spontan lah und morn no mal luege
wo wär für dich am angenehmste ort?,neutral,orga,True,wo waer fuer dich am angenehmste ort
chan ich dir öppis koordiniera?,neutral,orga,True,chan ich dir oeppis koordiniera
söll ich no lüt ahschriebe?,neutral,orga,True,soell ich no luet ahschriebe
sömer das via chat oder call abgleiche?,neutral,orga,True,soemer das via chat oder call abgleiche
wie funktionieret das genau?,neutral,frage_info,True,wie funktionieret das genau
"chasch mir kurz erkläre, was ich mues mache?",neutral,frage_info,True,chasch mir kurz erklaere was ich mues mache
"was meinsch, isch die bescht option?",neutral,frage_info,True,was meinsch isch die bescht option
wie lauft das normalerwiis ab?,neutral,frage_info,True,wie lauft das normalerwiis ab
was isch dä unterschied zwüsche däne zwei variante?,neutral,frage_info,True,was isch dae unterschied zwuesche daene zwei variante
"gits öppis, wo ich im vorus sött wüsse?",neutral,frage_info,True,gits oeppis wo ich im vorus soett wuesse
mues ich dafür öppis speziells vorbereite?,neutral,frage_info,True,mues ich dafuer oeppis speziells vorbereite
"chan ich das nacher no ändere, falls nötig?",neutral,frage_info,True,chan ich das nacher no aendere falls noetig
hesch erfahrung mit dem gha?,neutral,frage_info,True,hesch erfahrung mit dem gha
wie lang gaht das ungefäär?,neutral,frage_info,True,wie lang gaht das ungefaeaer
was bruch ich für die ufgabe?,neutral,frage_info,True,was bruch ich fuer die ufgabe
was wär dä erste schritt?,neutral,frage_info,True,was waer dae erste schritt
wofür isch das eigentlich da?,neutral,frage_info,True,wofuer isch das eigentlich da
brauchts dafür es account oder nöd?,neutral,frage_info,True,brauchts dafuer es account oder noed
"chan ich das usprobiere, bevor ich mich entscheide?",neutral,frage_info,True,chan ich das usprobiere bevor ich mich entscheide
mues ich auf öppis bestimmts luege?,neutral,frage_info,True,mues ich auf oeppis bestimmts luege
welche variante würdisch du empfehle?,neutral,frage_info,True,welche variante wuerdisch du empfehle
was isch dä normalfall bi dem prozess?,neutral,frage_info,True,was isch dae normalfall bi dem prozess
"gits öppis, wo mer gerne verwechslet?",neutral,frage_info,True,gits oeppis wo mer gerne verwechslet
isch das kompliziert oder eher easy?,neutral,frage_info,True,isch das kompliziert oder eher easy
"was passiert, wenn ich en schritt falsch mache?",neutral,frage_info,True,was passiert wenn ich en schritt falsch mache
chan ich das spöter no korrigiere?,neutral,frage_info,True,chan ich das spoeter no korrigiere
mues ich dafür support ahfrage?,neutral,frage_info,True,mues ich dafuer support ahfrage
"gits öppis, wo mer gern übersiht?",neutral,frage_info,True,gits oeppis wo mer gern uebersiht
wie würdest du das mache?,neutral,frage_info,True,wie wuerdest du das mache
was sind vor- und nachteile vo dem?,neutral,frage_info,True,was sind vor und nachteile vo dem
welches tool bruucht mer am beschte?,neutral,frage_info,True,welches tool bruucht mer am beschte
"isch es relevant, wie ich s formuliere?",neutral,frage_info,True,isch es relevant wie ich s formuliere
brucht s en bestimmte reihenfolg?,neutral,frage_info,True,brucht s en bestimmte reihenfolg
wie würdest du s am eifachste erkläre?,neutral,frage_info,True,wie wuerdest du s am eifachste erklaere
isch mir imfall relativ egal,neutral,sonstiges,True,isch mir im fall relativ egal
mer chönd s au eifach offen lah,neutral,sonstiges,True,mer choend s au eifach offen lah
"mer lueged, was sich ergit",neutral,sonstiges,True,mer lueged was sich ergit
ich han no kei klare meinig dezue,neutral,sonstiges,True,ich han no kei klare meinig dezue
mer chönd s spontan entscheide,neutral,sonstiges,True,mer choend s spontan entscheide
es muess nöd unbedingt hüt sii,neutral,sonstiges,True,es muess ned unbedingt huet sii
ich chan mit beidem lebe,neutral,sonstiges,True,ich chan mit beidem lebe
so wichtig isch s imfall nöd,neutral,sonstiges,True,so wichtig isch s im fall ned
mer chönd s no chli beobachte,neutral,sonstiges,True,mer choend s no chli beobachte
ich find s weder mega guet no mega schlecht,neutral,sonstiges,True,ich find s weder mega guet no mega schlecht
ich bi da ziemlich flexibel,neutral,sonstiges,True,ich bi da ziemlich flexibel
ich cha mich dem easy ahpasse,neutral,sonstiges,True,ich chan mich dem easy ahpasse
"es isch nöd tragisch, wie mer s mache",neutral,sonstiges,True,es isch ned tragisch wie mer s mache
ich han da kei priorität,neutral,sonstiges,True,ich han da kei prioritaet
es spielt kei so roll für mich,neutral,sonstiges,True,es spielt kei so roll fuer mich
"mer chönd s drum au verschiebe, falls nötig",neutral,sonstiges,True,mer choend s drum au verschiebe falls noetig
ich bi da ganz entspannt,neutral,sonstiges,True,ich bi da ganz entspannt
mir isch s ehrlich gseit egal,neutral,sonstiges,True,mir isch s ehrlich gseit egal
ich ha da kei starke preference,neutral,sonstiges,True,ich ha da kei starke preference
es muess nöd grad jetzt gfillt werde,neutral,sonstiges,True,es muess ned grad jetzt gfillt werde
mir chönd s liässig halte,neutral,sonstiges,True,mir choend s liaessig halte
"ich cha damit guet umgah, egal wie mer s mache",neutral,sonstiges,True,ich chan damit guet umgah egal wie mer s mache
"ich find, mer chönd s locker ahgah",neutral,sonstiges,True,ich find mer choend s locker ahgah
"isch nöd es thema, wo mi stresst",neutral,sonstiges,True,isch ned es thema wo mi stresst
mer chönd s denn sponti entscheide,neutral,sonstiges,True,mer choend s denn sponti entscheide
ich bin nöd so fest investiert i das,neutral,sonstiges,True,ich bi ned so fest investiert i das
beidi optione sind okay für mich,neutral,sonstiges,True,beidi optione sind okay fuer mich
ich bi da offen für alles,neutral,sonstiges,True,ich bi da offen fuer alles
"chum, mer mache s eifach so, wie s grad passt",neutral,sonstiges,True,chum mer mache s eifach so wie s grad passt
"ich glaub, das chunt scho guet, wie mer s mache",neutral,sonstiges,True,ich glaub das chunt scho guet wie mer s mache
"kurzes update: es lauft imfall solid, aber langsam",neutral,status_update,True,kurzes update es lauft im fall solid aber langsam
ich bi grad mitten im process,neutral,status_update,True,ich bi grad mitten im process
"es isch no nöd alles fertig, aber ich bi dra",neutral,status_update,True,es isch no ned alles fertig aber ich bi dra
"ich ha s gröbschte gmacht, aber es brucht no feinarbeit",neutral,status_update,True,ich ha s groebschte gmacht aber es brucht no feinarbeit
"ich bi no nöd ganz dort, wo ich wott sii",neutral,status_update,True,ich bi no ned ganz dort wo ich wott sii
"bis jetzt isch no nüt eskaliert, alles chillig",neutral,status_update,True,bis jetzt isch no nuet eskaliert alles chillig
ich ha es bitzeli fortschritt gmacht,neutral,status_update,True,ich ha es bitzeli fortschritt gmacht
"im momänt isch s chli viel, aber im rahme",neutral,status_update,True,im momaent isch s chli viel aber im rahme
"es lauft, aber ich bruch no es chli zit",neutral,status_update,True,es lauft aber ich bruch no es chli zit
"ich gib dir bschaid, sobald öppis neus isch",neutral,status_update,True,ich gib dir bschaid sobald oeppis neus isch
"es chunnt langsam, aber sicher",neutral,status_update,True,es chunnt langsam aber sicher
"ich bi druf und dra, langsam vorwärts",neutral,status_update,True,ich bi druf und dra langsam vorwaerts
"nöd spektakulär, aber es bewegt sich öppis",neutral,status_update,True,ned spektakulaer aber es bewegt sich oeppis
ich bi imfall steady am schaffe,neutral,status_update,True,ich bi im fall steady am schaffe
"es isch no weni fertig, aber s chunnt guet",neutral,status_update,True,es isch no weni fertig aber s chunnt guet
ich mues no es paar sache optimiere,neutral,status_update,True,ich mues no es paar sache optimiere
"ich gib mir müeh, Schritt für Schritt",neutral,status_update,True,ich gib mir mueeh schritt fuer schritt
"ich bi imfall no dran, kei sorge",neutral,status_update,True,ich bi im fall no dran kei sorge
update: es funktioniert zu 80% aktuell,neutral,status_update,True,update es funktioniert zu <NUM> aktuell
es bruucht eifach no chli geduld,neutral,status_update,True,es bruucht eifach no chli geduld
ich bi grad am usprobieren vo verschidene sache,neutral,status_update,True,ich bi grad am usprobieren vo verschidene sache
"ich mues no öppis teste, bevor ich sicher bi",neutral,status_update,True,ich mues no oeppis teste bevor ich sicher bi
"ich bi am dokumentiere, aber es dauert",neutral,status_update,True,ich bi am dokumentiere aber es dauert
es isch guet unterwegs,neutral,status_update,True,es isch guet unterwegs
"ich mach morgä wiiter, hüt nüm",neutral,status_update,True,ich mach morgae wiiter huet nuem
"es het sich nöd viel verändert, aber ich bi dran",neutral,status_update,True,es het sich ned viel veraendert aber ich bi dran
ich bi eifach am durchackere,neutral,status_update,True,ich bi eifach am durchackere
ich ha dr status chli aktualisiert,neutral,status_update,True,ich ha dr status chli aktualisiert
"ich bi zwüschet dur chli im stress, aber okay",neutral,status_update,True,ich bi zwueschet dur chli im stress aber okay
"ich meld mich, sobald ich e klarheit ha",neutral,status_update,True,ich meld mich sobald ich e klarheit ha
ich versueche mini längfristige plän z ordne,neutral,planung_langfristig,True,ich versueche mini laengfristige plaen z ordne
"ich überleg mer, wie s nöchschte jahr sött usegseh",neutral,planung_langfristig,True,ich ueberleg mer wie s noechschte jahr soett usegseh
"ich ha nöd ganz klar, wohi, aber ich wott struktur iibringe",neutral,planung_langfristig,True,ich ha ned ganz klar wohi aber ich wott struktur iibringe
ich probier imfall chli vorus z plane,neutral,planung_langfristig,True,ich probier im fall chli vorus z plane
ich möcht mir es paar ziel setze,neutral,planung_langfristig,True,ich moecht mir es paar ziel setze
"ich bin am luege, wie sich job und privat verbinde lah",neutral,planung_langfristig,True,ich bi am luege wie sich job und privat verbinde lah
ich wott meh ruhe i mini plän ine bringe,neutral,planung_langfristig,True,ich wott meh ruhe i mini plaen ine bringe
"ich mues no ussortiere, was mir würkli wichtig isch",neutral,planung_langfristig,True,ich mues no ussortiere was mir wuerkli wichtig isch
"ich denk grad vil drüber nach, wie s langfristig witergoht",neutral,planung_langfristig,True,ich denk grad vil drueber nach wie s langfristig witergoht
ich probier Schritt für Schritt öppis z verändere,neutral,planung_langfristig,True,ich probier schritt fuer schritt oeppis z veraendere
"ich ha s ziel, mini ressourcen besser z nutze",neutral,planung_langfristig,True,ich ha s ziel mini ressourcen besser z nutze
ich möcht chli planklarheit schaffe,neutral,planung_langfristig,True,ich moecht chli planklarheit schaffe
ich bin am reflektieren über nächste schritt,neutral,planung_langfristig,True,ich bi am reflektieren ueber naechste schritt
langfristig wott ich es paar sache ändere,neutral,planung_langfristig,True,langfristig wott ich es paar sache aendere
"ich möcht luege, was nachhaltig passt",neutral,planung_langfristig,True,ich moecht luege was nachhaltig passt
ich probier grad s grosse ganze z gseh,neutral,planung_langfristig,True,ich probier grad s grosse ganze z gseh
"ich ha s gfühl, ich bruch en neustart i ein paar bereiche",neutral,planung_langfristig,True,ich ha s gfuehl ich bruch en neustart i ein paar bereiche
"ich wott guet vorbereitet sii uf s, was chunt",neutral,planung_langfristig,True,ich wott guet vorbereitet sii uf s was chunt
"ich probiere, ziele realistischer z setze",neutral,planung_langfristig,True,ich probiere ziele realistischer z setze
"ich ha s gfühl, ich wachs chli in öpperes neus ine",neutral,planung_langfristig,True,ich ha s gfuehl ich wachs chli in oepperes neus ine
"ich plane langsam, aber durchdacht",neutral,planung_langfristig,True,ich plane langsam aber durchdacht
"ich ha e vision, aber no nöd alles detaili",neutral,planung_langfristig,True,ich ha e vision aber no ned alles detaili
ich wott längerfristig stabilität ufbaue,neutral,planung_langfristig,True,ich wott laengerfristig stabilitaet ufbaue
ich probier bewusster z entscheide,neutral,planung_langfristig,True,ich probier bewusster z entscheide
ich reflektier grad vil über mini zukunft,neutral,planung_langfristig,True,ich reflektier grad vil ueber mini zukunft
ich wott d priorität neu setze,neutral,planung_langfristig,True,ich wott d prioritaet neu setze
ich probier chli strategie uftue,neutral,planung_langfristig,True,ich probier chli strategie uftue
ich möcht langfristig meh ruum für mich ha,neutral,planung_langfristig,True,ich moecht langfristig meh ruum fuer mich ha
"ich plane drüber, wie ich wott schritt für schritt wiitercho",neutral,planung_langfristig,True,ich plane drueber wie ich wott schritt fuer schritt wiitercho
"ich probiere, d richtung richtig z fühle",neutral,planung_langfristig,True,ich probiere d richtung richtig z fuehle
"nur chli feedback: es isch übersichtlich, aber chönnt no klarer sii",neutral,feedback_sachlich,True,nur chli feedback es isch uebersichtlich aber choennt no klarer sii
"grundsätzlich guet, aber es het no verbesserigspotenzial",neutral,feedback_sachlich,True,grundsaetzlich guet aber es het no verbesserigspotenzial
"vo minere sicht funktioniert s, aber d doku chönnt besser sii",neutral,feedback_sachlich,True,vo minere sicht funktioniert s aber d doku choennt besser sii
"ich find s sachlich okay, struktur passt",neutral,feedback_sachlich,True,ich find s sachlich okay struktur passt
ich würd no meh erläuterige erwarte,neutral,feedback_sachlich,True,ich wuerd no meh erlaeuterige erwarte
d zeitplän chönnt optimiert wärde,neutral,feedback_sachlich,True,d zeitplaen choennt optimiert waerde
"inhaltlich imfall solid, optisch chönd mer no schaffe",neutral,feedback_sachlich,True,inhaltlich im fall solid optisch choend mer no schaffe
"es isch lösbar, aber d anleitig isch knapp",neutral,feedback_sachlich,True,es isch loesbar aber d anleitig isch knapp
"ich find s fair, aber chli streng formuliert",neutral,feedback_sachlich,True,ich find s fair aber chli streng formuliert
vo mir us es nüchternes aber positives feedback,neutral,feedback_sachlich,True,vo mir us es nuechternes aber positives feedback
"es isch guet, aber nöd ganz konsistent",neutral,feedback_sachlich,True,es isch guet aber ned ganz konsistent
ich würd no meh beispiel integriere,neutral,feedback_sachlich,True,ich wuerd no meh beispiel integriere
"d gliederig isch guet, aber chli steif",neutral,feedback_sachlich,True,d gliederig isch guet aber chli steif
"ich würd drüber luege, öb mer s flüssiger mache cha",neutral,feedback_sachlich,True,ich wuerd drueber luege oeb mer s fluessiger mache chan
"ich finds sachlich, aber wenig lebhaft",neutral,feedback_sachlich,True,ich finds sachlich aber wenig lebhaft
mini rückmeldung: chli meh details wär guet,neutral,feedback_sachlich,True,mini rueckmeldung chli meh details waer guet
"es isch solid, aber chli trocken",neutral,feedback_sachlich,True,es isch solid aber chli trocken
"ich ha s gfühl, mer chönt s no visuell unterstütze",neutral,feedback_sachlich,True,ich ha s gfuehl mer choent s no visuell unterstuetze
"es isch verständlich, aber lang",neutral,feedback_sachlich,True,es isch verstaendlich aber lang
ich würd die abschnitt klarer trenne,neutral,feedback_sachlich,True,ich wuerd die abschnitt klarer trenne
"es het struktur, aber chli chaotisch",neutral,feedback_sachlich,True,es het struktur aber chli chaotisch
"ich finds eigentlich guet, aber chli technisch",neutral,feedback_sachlich,True,ich finds eigentlich guet aber chli technisch
ich würd en mini-redesign empfählen,neutral,feedback_sachlich,True,ich wuerd en mini redesign empfaehlen
"es hed substanzi, aber chli repetitiv",neutral,feedback_sachlich,True,es hed substanzi aber chli repetitiv
mini empfehlig: meh praxisbezug,neutral,feedback_sachlich,True,mini empfehlig meh praxisbezug
"ich würd eso la, aber optimierbar isch s immer",neutral,feedback_sachlich,True,ich wuerd eso la aber optimierbar isch s immer
"es isch logisch, aber wenig intuitiv",neutral,feedback_sachlich,True,es isch logisch aber wenig intuitiv
"es würd nüt schade, wenn mer s chli kürzt",neutral,feedback_sachlich,True,es wuerd nuet schade wenn mer s chli kuerzt
ich ha s feedback nüchtern analysiert,neutral,feedback_sachlich,True,ich ha s feedback nuechtern analysiert
"es isch guet, aber nöd wow",neutral,feedback_sachlich,True,es isch guet aber ned wow
ich bi grad wieder vil am gamä,neutral,hobby_talk,True,ich bi grad wieder vil am gamae
"ich go gern jogge, wenn ich kopf lüfte möcht",neutral,hobby_talk,True,ich go gern jogge wenn ich kopf luefte moecht
ich ha wieder aagfange meh z läse,neutral,hobby_talk,True,ich ha wieder aagfange meh z laese
ich bi voll im kochfilm im momänt,neutral,hobby_talk,True,ich bi voll im kochfilm im momaent
ich lueg grad vil series zum abchille,neutral,hobby_talk,True,ich lueg grad vil series zum abchille
musik lose hilft mer zum entspanne,neutral,hobby_talk,True,musik lose hilft mer zum entspanne
ich bi am übe uf mim instrument,neutral,hobby_talk,True,ich bi am uebe uf mim instrument
ich ha neu mit fotografie aagfange,neutral,hobby_talk,True,ich ha neu mit fotografie aagfange
"ich bi gern drausse, wenn s wetter stimmt",neutral,hobby_talk,True,ich bi gern drausse wenn s wetter stimmt
ich probier grad meh kreativität i mis läbe z bringe,neutral,hobby_talk,True,ich probier grad meh kreativitaet i mis laebe z bringe
ich mache gern chli bastleprojekt,neutral,hobby_talk,True,ich mache gern chli bastleprojekt
ich ha wieder meh lust uf games,neutral,hobby_talk,True,ich ha wieder meh lust uf games
ich ha en neue workout-routine,neutral,hobby_talk,True,ich ha en neue workout routine
ich versueche neue rezepte us,neutral,hobby_talk,True,ich versueche neue rezepte us
ich bi imfall gern am stricke oder häkle,neutral,hobby_talk,True,ich bi im fall gern am stricke oder haekle
ich lese grad en mega spannende romanreihe,neutral,hobby_talk,True,ich lese grad en mega spannende romanreihe
ich bi viel am zeichne in letzter zit,neutral,hobby_talk,True,ich bi viel am zeichne in letzter zit
ich ha wieder zu skateboard gfunde,neutral,hobby_talk,True,ich ha wieder zu skateboard gfunde
ich verbring gern zit i de natur,neutral,hobby_talk,True,ich verbring gern zit i de natur
ich cha stundenlang podcasts lose,neutral,hobby_talk,True,ich chan stundenlang podcasts lose
ich lern grad öppis neus im bereich design,neutral,hobby_talk,True,ich lern grad oeppis neus im bereich design
ich probier grad en neue sportart us,neutral,hobby_talk,True,ich probier grad en neue sportart us
"ich bi imfall am gärtnere, mega chillig",neutral,hobby_talk,True,ich bi im fall am gaertnere mega chillig
ich interessier mi grad für astronomie,neutral,hobby_talk,True,ich interessier mi grad fuer astronomie
ich sammle chli vinyl-platte,neutral,hobby_talk,True,ich sammle chli vinyl platte
ich bi gern am improvisiere bim musigiere,neutral,hobby_talk,True,ich bi gern am improvisiere bim musigiere
ich entdecke grad mini alte hobbys wieder,neutral,hobby_talk,True,ich entdecke grad mini alte hobbys wieder
ich bi am experimentiere mit digital art,neutral,hobby_talk,True,ich bi am experimentiere mit digital art
ich schätz ruigi hobbys wie puzzlen,neutral,hobby_talk,True,ich schaetz ruigi hobbys wie puzzlen
"ich ha gern alles, wo kreativität bruucht",neutral,hobby_talk,True,ich ha gern alles wo kreativitaet bruucht
"hesch gseh, was grad i de nöi passiert isch?",neutral,news_teilen,True,hesch gseh was grad i de noei passiert isch
ich ha es spannends artikel glese über das thema,neutral,news_teilen,True,ich ha es spannends artikel glese ueber das thema
es het wieder es update zu dere sach geh,neutral,news_teilen,True,es het wieder es update zu dere sach geh
"imfall, d app het jetzt es neus feature",neutral,news_teilen,True,imfall d app het jetzt es neus feature
"ich ha ghört, dass sich öppis a de regel gänderet het",neutral,news_teilen,True,ich ha ghoert dass sich oeppis a de regel gaenderet het
es lauft grad en spannende entwicklung i dem bereich,neutral,news_teilen,True,es lauft grad en spannende entwicklung i dem bereich
